Year,UNIT_MEASURE,SEX,AGE,Municipality,Value
2013,NUMBER,F,40-44,busovaca,581
2013,NUMBER,_T,40-44,buzim,1412
2013,NUMBER,M,40-44,buzim,736
2013,NUMBER,F,40-44,buzim,676
2013,NUMBER,_T,40-44,cazin,5482
2013,NUMBER,M,40-44,cazin,2738
2013,NUMBER,F,40-44,cazin,2744
2013,NUMBER,_T,40-44,sarajevo_centar,3429
2013,NUMBER,M,40-44,sarajevo_centar,1552
2013,NUMBER,F,40-44,sarajevo_centar,1877
2013,NUMBER,_T,40-44,cajnice,304
2013,NUMBER,M,40-44,cajnice,178
2013,NUMBER,F,40-44,cajnice,126
2013,NUMBER,_T,40-44,capljina,1709
2013,NUMBER,M,40-44,capljina,882
2013,NUMBER,F,40-44,capljina,827
2013,NUMBER,_T,40-44,celic,810
2013,NUMBER,M,40-44,celic,439
2013,NUMBER,F,40-44,celic,371
2013,NUMBER,_T,40-44,celinac,999
2013,NUMBER,M,40-44,celinac,529
2013,NUMBER,F,40-44,celinac,470
2013,NUMBER,_T,40-44,citluk,1179
2013,NUMBER,M,40-44,citluk,587
2013,NUMBER,F,40-44,citluk,592
2013,NUMBER,_T,40-44,derventa,1827
2013,NUMBER,M,40-44,derventa,941
2013,NUMBER,F,40-44,derventa,886
2013,NUMBER,_T,40-44,doboj,4395
2013,NUMBER,M,40-44,doboj,2282
2013,NUMBER,F,40-44,doboj,2113
2013,NUMBER,_T,40-44,doboj_istok,757
2013,NUMBER,M,40-44,doboj_istok,380
2013,NUMBER,F,40-44,doboj_istok,377
2013,NUMBER,_T,40-44,doboj_jug,327
2013,NUMBER,M,40-44,doboj_jug,167
2013,NUMBER,F,40-44,doboj_jug,160
2013,NUMBER,_T,40-44,dobretici,151
2013,NUMBER,M,40-44,dobretici,94
2013,NUMBER,F,40-44,dobretici,57
2013,NUMBER,_T,40-44,domaljevac_samac,402
2013,NUMBER,M,40-44,domaljevac_samac,208
2013,NUMBER,F,40-44,domaljevac_samac,194
2013,NUMBER,_T,40-44,donji_vakuf,997
2013,NUMBER,M,40-44,donji_vakuf,499
2013,NUMBER,F,40-44,donji_vakuf,498
2013,NUMBER,_T,40-44,donji_zabar,269
2013,NUMBER,M,40-44,donji_zabar,153
2013,NUMBER,F,40-44,donji_zabar,116
2013,NUMBER,_T,40-44,drvar,400
2013,NUMBER,M,40-44,drvar,228
2013,NUMBER,F,40-44,drvar,172
2013,NUMBER,_T,40-44,foca_fbih,105
2013,NUMBER,M,40-44,foca_fbih,66
2013,NUMBER,F,40-44,foca_fbih,39
2013,NUMBER,_T,40-44,foca_rs,1034
2013,NUMBER,M,40-44,foca_rs,546
2013,NUMBER,F,40-44,foca_rs,488
2013,NUMBER,_T,40-44,fojnica,899
2013,NUMBER,M,40-44,fojnica,476
2013,NUMBER,F,40-44,fojnica,423
2013,NUMBER,_T,40-44,gacko,546
2013,NUMBER,M,40-44,gacko,278
2013,NUMBER,F,40-44,gacko,268
2013,NUMBER,_T,40-44,glamoc,248
2013,NUMBER,M,40-44,glamoc,140
2013,NUMBER,F,40-44,glamoc,108
2013,NUMBER,_T,40-44,gorazde,1238
2013,NUMBER,M,40-44,gorazde,610
2013,NUMBER,F,40-44,gorazde,628
2013,NUMBER,_T,40-44,gornji_vakuf_uskoplje,1626
2013,NUMBER,M,40-44,gornji_vakuf_uskoplje,839
2013,NUMBER,F,40-44,gornji_vakuf_uskoplje,787
2013,NUMBER,_T,40-44,gracanica,3226
2013,NUMBER,M,40-44,gracanica,1523
2013,NUMBER,F,40-44,gracanica,1703
2013,NUMBER,_T,40-44,gradacac,3003
2013,NUMBER,M,40-44,gradacac,1490
2013,NUMBER,F,40-44,gradacac,1513
2013,NUMBER,_T,40-44,gradiska,3369
2013,NUMBER,M,40-44,gradiska,1717
2013,NUMBER,F,40-44,gradiska,1652
2013,NUMBER,_T,40-44,grude,1170
2013,NUMBER,M,40-44,grude,595
2013,NUMBER,F,40-44,grude,575
2013,NUMBER,_T,40-44,sarajevo_hadzici,1633
2013,NUMBER,M,40-44,sarajevo_hadzici,832
2013,NUMBER,F,40-44,sarajevo_hadzici,801
2013,NUMBER,_T,40-44,han_pijesak,194
2013,NUMBER,M,40-44,han_pijesak,96
2013,NUMBER,F,40-44,han_pijesak,98
2013,NUMBER,_T,40-44,sarajevo_ilidza,4564
2013,NUMBER,M,40-44,sarajevo_ilidza,2208
2013,NUMBER,F,40-44,sarajevo_ilidza,2356
2013,NUMBER,_T,40-44,sarajevo_ilijas,1350
2013,NUMBER,M,40-44,sarajevo_ilijas,645
2013,NUMBER,F,40-44,sarajevo_ilijas,705
2013,NUMBER,_T,40-44,istocna_ilidza,892
2013,NUMBER,M,40-44,istocna_ilidza,470
2013,NUMBER,F,40-44,istocna_ilidza,422
2013,NUMBER,_T,40-44,istocni_drvar,4
2013,NUMBER,M,40-44,istocni_drvar,4
2013,NUMBER,F,40-44,istocni_drvar,0
2013,NUMBER,_T,40-44,istocni_mostar,26
2013,NUMBER,M,40-44,istocni_mostar,19
2013,NUMBER,F,40-44,istocni_mostar,7
2013,NUMBER,_T,40-44,istocni_stari_grad,46
2013,NUMBER,M,40-44,istocni_stari_grad,22
2013,NUMBER,F,40-44,istocni_stari_grad,24
2013,NUMBER,_T,40-44,istocno_novo_sarajevo,654
2013,NUMBER,M,40-44,istocno_novo_sarajevo,356
2013,NUMBER,F,40-44,istocno_novo_sarajevo,298
2013,NUMBER,_T,40-44,jablanica,648
2013,NUMBER,M,40-44,jablanica,334
2013,NUMBER,F,40-44,jablanica,314
2013,NUMBER,_T,40-44,jajce,2004
2013,NUMBER,M,40-44,jajce,1073
2013,NUMBER,F,40-44,jajce,931
2013,NUMBER,_T,40-44,jezero,78
2013,NUMBER,M,40-44,jezero,46
2013,NUMBER,F,40-44,jezero,32
2013,NUMBER,_T,40-44,kakanj,2585
2013,NUMBER,M,40-44,kakanj,1270
2013,NUMBER,F,40-44,kakanj,1315
2013,NUMBER,_T,40-44,kalesija,2511
2013,NUMBER,M,40-44,kalesija,1255
2013,NUMBER,F,40-44,kalesija,1256
2013,NUMBER,_T,40-44,kalinovik,89
2013,NUMBER,M,40-44,kalinovik,49
2013,NUMBER,F,40-44,kalinovik,40
2013,NUMBER,_T,40-44,kiseljak,1395
2013,NUMBER,M,40-44,kiseljak,721
2013,NUMBER,F,40-44,kiseljak,674
2013,NUMBER,_T,40-44,kladanj,919
2013,NUMBER,M,40-44,kladanj,470
2013,NUMBER,F,40-44,kladanj,449
2013,NUMBER,_T,40-44,kljuc,1339
2013,NUMBER,M,40-44,kljuc,683
2013,NUMBER,F,40-44,kljuc,656
2013,NUMBER,_T,40-44,knezevo,681
2013,NUMBER,M,40-44,knezevo,376
2013,NUMBER,F,40-44,knezevo,305
2013,NUMBER,_T,40-44,konjic,1779
2013,NUMBER,M,40-44,konjic,917
2013,NUMBER,F,40-44,konjic,862
2013,NUMBER,_T,40-44,kostajnica,425
2013,NUMBER,M,40-44,kostajnica,202
2013,NUMBER,F,40-44,kostajnica,223
2013,NUMBER,_T,40-44,kotor_varos,1490
2013,NUMBER,M,40-44,kotor_varos,748
2013,NUMBER,F,40-44,kotor_varos,742
2013,NUMBER,_T,40-44,kozarska_dubica,1276
2013,NUMBER,M,40-44,kozarska_dubica,661
2013,NUMBER,F,40-44,kozarska_dubica,615
2013,NUMBER,_T,40-44,kresevo,328
2013,NUMBER,M,40-44,kresevo,173
2013,NUMBER,F,40-44,kresevo,155
2013,NUMBER,_T,40-44,krupa_na_uni,111
2013,NUMBER,M,40-44,krupa_na_uni,70
2013,NUMBER,F,40-44,krupa_na_uni,41
2013,NUMBER,_T,40-44,kupres_fbih,343
2013,NUMBER,M,40-44,kupres_fbih,173
2013,NUMBER,F,40-44,kupres_fbih,170
2013,NUMBER,_T,40-44,kupres_rs,17
2013,NUMBER,M,40-44,kupres_rs,8
2013,NUMBER,F,40-44,kupres_rs,9
2013,NUMBER,_T,40-44,laktasi,2365
2013,NUMBER,M,40-44,laktasi,1216
2013,NUMBER,F,40-44,laktasi,1149
2013,NUMBER,_T,40-44,livno,2567
2013,NUMBER,M,40-44,livno,1295
2013,NUMBER,F,40-44,livno,1272
2013,NUMBER,_T,40-44,lopare,1007
2013,NUMBER,M,40-44,lopare,520
2013,NUMBER,F,40-44,lopare,487
2013,NUMBER,_T,40-44,lukavac,3009
2013,NUMBER,M,40-44,lukavac,1465
2013,NUMBER,F,40-44,lukavac,1544
2013,NUMBER,_T,40-44,ljubinje,229
2013,NUMBER,M,40-44,ljubinje,137
2013,NUMBER,F,40-44,ljubinje,92
2013,NUMBER,_T,40-44,ljubuski,1922
2013,NUMBER,M,40-44,ljubuski,1007
2013,NUMBER,F,40-44,ljubuski,915
2013,NUMBER,_T,40-44,maglaj,1649
2013,NUMBER,M,40-44,maglaj,819
2013,NUMBER,F,40-44,maglaj,830
2013,NUMBER,_T,40-44,milici,761
2013,NUMBER,M,40-44,milici,423
2013,NUMBER,F,40-44,milici,338
2013,NUMBER,_T,40-44,modrica,1699
2013,NUMBER,M,40-44,modrica,868
2013,NUMBER,F,40-44,modrica,831
2013,NUMBER,_T,40-44,mostar,6765
2013,NUMBER,M,40-44,mostar,3389
2013,NUMBER,F,40-44,mostar,3376
2013,NUMBER,_T,40-44,mrkonjic_grad,1008
2013,NUMBER,M,40-44,mrkonjic_grad,525
2013,NUMBER,F,40-44,mrkonjic_grad,483
2013,NUMBER,_T,40-44,neum,286
2013,NUMBER,M,40-44,neum,154
2013,NUMBER,F,40-44,neum,132
2013,NUMBER,_T,40-44,nevesinje,847
2013,NUMBER,M,40-44,nevesinje,453
2013,NUMBER,F,40-44,nevesinje,394
2013,NUMBER,_T,40-44,novi_grad,1931
2013,NUMBER,M,40-44,novi_grad,1007
2013,NUMBER,F,40-44,novi_grad,924
2013,NUMBER,_T,40-44,sarajevo_novi_grad,7789
2013,NUMBER,M,40-44,sarajevo_novi_grad,3746
2013,NUMBER,F,40-44,sarajevo_novi_grad,4043
2013,NUMBER,_T,40-44,novi_travnik,1727
2013,NUMBER,M,40-44,novi_travnik,882
2013,NUMBER,F,40-44,novi_travnik,845
2013,NUMBER,_T,40-44,novo_gorazde,180
2013,NUMBER,M,40-44,novo_gorazde,101
2013,NUMBER,F,40-44,novo_gorazde,79
2013,NUMBER,_T,40-44,sarajevo_novo_sarajevo,4120
2013,NUMBER,M,40-44,sarajevo_novo_sarajevo,1840
2013,NUMBER,F,40-44,sarajevo_novo_sarajevo,2280
2013,NUMBER,_T,40-44,odzak,1515
2013,NUMBER,M,40-44,odzak,772
2013,NUMBER,F,40-44,odzak,743
2013,NUMBER,_T,40-44,olovo,661
2013,NUMBER,M,40-44,olovo,329
2013,NUMBER,F,40-44,olovo,332
2013,NUMBER,_T,40-44,orasje,1662
2013,NUMBER,M,40-44,orasje,897
2013,NUMBER,F,40-44,orasje,765
2013,NUMBER,_T,40-44,osmaci,405
2013,NUMBER,M,40-44,osmaci,218
2013,NUMBER,F,40-44,osmaci,187
2013,NUMBER,_T,40-44,ostra_luka,180
2013,NUMBER,M,40-44,ostra_luka,106
2013,NUMBER,F,40-44,ostra_luka,74
2013,NUMBER,_T,40-44,pale_fbih,60
2013,NUMBER,M,40-44,pale_fbih,24
2013,NUMBER,F,40-44,pale_fbih,36
2013,NUMBER,_T,40-44,pale_rs,1109
2013,NUMBER,M,40-44,pale_rs,537
2013,NUMBER,F,40-44,pale_rs,572
2013,NUMBER,_T,40-44,pelagicevo,361
2013,NUMBER,M,40-44,pelagicevo,212
2013,NUMBER,F,40-44,pelagicevo,149
2013,NUMBER,_T,40-44,petrovac,20
2013,NUMBER,M,40-44,petrovac,10
2013,NUMBER,F,40-44,petrovac,10
2013,NUMBER,_T,40-44,petrovo,345
2013,NUMBER,M,40-44,petrovo,166
2013,NUMBER,F,40-44,petrovo,179
2013,NUMBER,_T,40-44,posusje,1536
2013,NUMBER,M,40-44,posusje,764
2013,NUMBER,F,40-44,posusje,772
2013,NUMBER,_T,40-44,prijedor,6233
2013,NUMBER,M,40-44,prijedor,3148
2013,NUMBER,F,40-44,prijedor,3085
2013,NUMBER,_T,40-44,prnjavor,2342
2013,NUMBER,M,40-44,prnjavor,1212
2013,NUMBER,F,40-44,prnjavor,1130
2013,NUMBER,_T,40-44,prozor,1020
2013,NUMBER,M,40-44,prozor,520
2013,NUMBER,F,40-44,prozor,500
2013,NUMBER,_T,40-44,ravno,243
2013,NUMBER,M,40-44,ravno,130
2013,NUMBER,F,40-44,ravno,113
2013,NUMBER,_T,40-44,ribnik,395
2013,NUMBER,M,40-44,ribnik,231
2013,NUMBER,F,40-44,ribnik,164
2013,NUMBER,_T,40-44,rogatica,575
2013,NUMBER,M,40-44,rogatica,314
2013,NUMBER,F,40-44,rogatica,261
2013,NUMBER,_T,40-44,rudo,507
2013,NUMBER,M,40-44,rudo,271
2013,NUMBER,F,40-44,rudo,236
2013,NUMBER,_T,40-44,sanski_most,3389
2013,NUMBER,M,40-44,sanski_most,1724
2013,NUMBER,F,40-44,sanski_most,1665
2013,NUMBER,_T,40-44,sapna,897
2013,NUMBER,M,40-44,sapna,482
2013,NUMBER,F,40-44,sapna,415
2013,NUMBER,_T,40-44,sokolac,604
2013,NUMBER,M,40-44,sokolac,305
2013,NUMBER,F,40-44,sokolac,299
2013,NUMBER,_T,40-44,srbac,1082
2013,NUMBER,M,40-44,srbac,556
2013,NUMBER,F,40-44,srbac,526
2013,NUMBER,_T,40-44,srebrenica,1102
2013,NUMBER,M,40-44,srebrenica,550
2013,NUMBER,F,40-44,srebrenica,552
2013,NUMBER,_T,40-44,srebrenik,2962
2013,NUMBER,M,40-44,srebrenik,1469
2013,NUMBER,F,40-44,srebrenik,1493
2013,NUMBER,_T,40-44,sarajevo_stari_grad,2104
2013,NUMBER,M,40-44,sarajevo_stari_grad,1048
2013,NUMBER,F,40-44,sarajevo_stari_grad,1056
2013,NUMBER,_T,40-44,stolac,990
2013,NUMBER,M,40-44,stolac,523
2013,NUMBER,F,40-44,stolac,467
2013,NUMBER,_T,40-44,samac,1162
2013,NUMBER,M,40-44,samac,601
2013,NUMBER,F,40-44,samac,561
2013,NUMBER,_T,40-44,sekovici,403
2013,NUMBER,M,40-44,sekovici,228
2013,NUMBER,F,40-44,sekovici,175
2013,NUMBER,_T,40-44,sipovo,523
2013,NUMBER,M,40-44,sipovo,296
2013,NUMBER,F,40-44,sipovo,227
2013,NUMBER,_T,40-44,siroki_brijeg,1889
2013,NUMBER,M,40-44,siroki_brijeg,950
2013,NUMBER,F,40-44,siroki_brijeg,939
2013,NUMBER,_T,40-44,teocak,562
2013,NUMBER,M,40-44,teocak,302
2013,NUMBER,F,40-44,teocak,260
2013,NUMBER,_T,40-44,teslic,2525
2013,NUMBER,M,40-44,teslic,1273
2013,NUMBER,F,40-44,teslic,1252
2013,NUMBER,_T,40-44,tesanj,3220
2013,NUMBER,M,40-44,tesanj,1608
2013,NUMBER,F,40-44,tesanj,1612
2013,NUMBER,_T,40-44,tomislavgrad,2448
2013,NUMBER,M,40-44,tomislavgrad,1268
2013,NUMBER,F,40-44,tomislavgrad,1180
2013,NUMBER,_T,40-44,travnik,3906
2013,NUMBER,M,40-44,travnik,1982
2013,NUMBER,F,40-44,travnik,1924
2013,NUMBER,_T,40-44,trebinje,1748
2013,NUMBER,M,40-44,trebinje,897
2013,NUMBER,F,40-44,trebinje,851
2013,NUMBER,_T,40-44,trnovo_fbih,78
2013,NUMBER,M,40-44,trnovo_fbih,43
2013,NUMBER,F,40-44,trnovo_fbih,35
2013,NUMBER,_T,40-44,trnovo_rs,101
2013,NUMBER,M,40-44,trnovo_rs,53
2013,NUMBER,F,40-44,trnovo_rs,48
2013,NUMBER,_T,40-44,tuzla,6798
2013,NUMBER,M,40-44,tuzla,3296
2013,NUMBER,F,40-44,tuzla,3502
2013,NUMBER,_T,40-44,ugljevik,1044
2013,NUMBER,M,40-44,ugljevik,530
2013,NUMBER,F,40-44,ugljevik,514
2013,NUMBER,_T,40-44,usora,526
2013,NUMBER,M,40-44,usora,269
2013,NUMBER,F,40-44,usora,257
2013,NUMBER,_T,40-44,vares,580
2013,NUMBER,M,40-44,vares,291
2013,NUMBER,F,40-44,vares,289
2013,NUMBER,_T,40-44,velika_kladusa,2617
2013,NUMBER,M,40-44,velika_kladusa,1304
2013,NUMBER,F,40-44,velika_kladusa,1313
2013,NUMBER,_T,40-44,visoko,2759
2013,NUMBER,M,40-44,visoko,1386
2013,NUMBER,F,40-44,visoko,1373
2013,NUMBER,_T,40-44,visegrad,627
2013,NUMBER,M,40-44,visegrad,316
2013,NUMBER,F,40-44,visegrad,311
2013,NUMBER,_T,40-44,vitez,1727
2013,NUMBER,M,40-44,vitez,863
2013,NUMBER,F,40-44,vitez,864
2013,NUMBER,_T,40-44,vlasenica,797
2013,NUMBER,M,40-44,vlasenica,428
2013,NUMBER,F,40-44,vlasenica,369
2013,NUMBER,_T,40-44,sarajevo_vogosca,1761
2013,NUMBER,M,40-44,sarajevo_vogosca,831
2013,NUMBER,F,40-44,sarajevo_vogosca,930
2013,NUMBER,_T,40-44,vukosavlje,329
2013,NUMBER,M,40-44,vukosavlje,179
2013,NUMBER,F,40-44,vukosavlje,150
2013,NUMBER,_T,40-44,zavidovici,2569
2013,NUMBER,M,40-44,zavidovici,1240
2013,NUMBER,F,40-44,zavidovici,1329
2013,NUMBER,_T,40-44,zenica,7266
2013,NUMBER,M,40-44,zenica,3672
2013,NUMBER,F,40-44,zenica,3594
2013,NUMBER,_T,40-44,zvornik,3978
2013,NUMBER,M,40-44,zvornik,2112
2013,NUMBER,F,40-44,zvornik,1866
2013,NUMBER,_T,40-44,zepce,2224
2013,NUMBER,M,40-44,zepce,1178
2013,NUMBER,F,40-44,zepce,1046
2013,NUMBER,_T,40-44,zivinice,4272
2013,NUMBER,M,40-44,zivinice,2083
2013,NUMBER,F,40-44,zivinice,2189
2013,NUMBER,_T,45-49,banja_luka,12033
2013,NUMBER,M,45-49,banja_luka,5908
2013,NUMBER,F,45-49,banja_luka,6125
2013,NUMBER,_T,45-49,banovici,1871
2013,NUMBER,M,45-49,banovici,932
2013,NUMBER,F,45-49,banovici,939
2013,NUMBER,_T,45-49,berkovici,143
2013,NUMBER,M,45-49,berkovici,79
2013,NUMBER,F,45-49,berkovici,64
2013,NUMBER,_T,45-49,bihac,4543
2013,NUMBER,M,45-49,bihac,2182
2013,NUMBER,F,45-49,bihac,2361
2013,NUMBER,_T,45-49,bijeljina,7793
2013,NUMBER,M,45-49,bijeljina,3867
2013,NUMBER,F,45-49,bijeljina,3926
2013,NUMBER,_T,45-49,bileca,766
2013,NUMBER,M,45-49,bileca,399
2013,NUMBER,F,45-49,bileca,367
2013,NUMBER,_T,45-49,bosanska_krupa,1833
2013,NUMBER,M,45-49,bosanska_krupa,899
2013,NUMBER,F,45-49,bosanska_krupa,934
2013,NUMBER,_T,45-49,bosanski_petrovac,501
2013,NUMBER,M,45-49,bosanski_petrovac,274
2013,NUMBER,F,45-49,bosanski_petrovac,227
2013,NUMBER,_T,45-49,bosansko_grahovo,166
2013,NUMBER,M,45-49,bosansko_grahovo,99
2013,NUMBER,F,45-49,bosansko_grahovo,67
2013,NUMBER,_T,45-49,bratunac,1407
2013,NUMBER,M,45-49,bratunac,721
2013,NUMBER,F,45-49,bratunac,686
2013,NUMBER,_T,45-49,brcko,6573
2013,NUMBER,M,45-49,brcko,3436
2013,NUMBER,F,45-49,brcko,3137
2013,NUMBER,_T,45-49,breza,1161
2013,NUMBER,M,45-49,breza,572
2013,NUMBER,F,45-49,breza,589
2013,NUMBER,_T,45-49,brod,1259
2013,NUMBER,M,45-49,brod,646
2013,NUMBER,F,45-49,brod,613
2013,NUMBER,_T,45-49,bugojno,2412
2013,NUMBER,M,45-49,bugojno,1196
2013,NUMBER,F,45-49,bugojno,1216
2013,NUMBER,_T,45-49,busovaca,1403
2013,NUMBER,M,45-49,busovaca,737
2013,NUMBER,F,45-49,busovaca,666
2013,NUMBER,_T,45-49,buzim,1265
2013,NUMBER,M,45-49,buzim,642
2013,NUMBER,F,45-49,buzim,623
2013,NUMBER,_T,45-49,cazin,5175
2013,NUMBER,M,45-49,cazin,2632
2013,NUMBER,F,45-49,cazin,2543
2013,NUMBER,_T,45-49,sarajevo_centar,3675
2013,NUMBER,M,45-49,sarajevo_centar,1718
2013,NUMBER,F,45-49,sarajevo_centar,1957
2013,NUMBER,_T,45-49,cajnice,383
2013,NUMBER,M,45-49,cajnice,211
2013,NUMBER,F,45-49,cajnice,172
2013,NUMBER,_T,45-49,capljina,1958
2013,NUMBER,M,45-49,capljina,1032
2013,NUMBER,F,45-49,capljina,926
2013,NUMBER,_T,45-49,celic,801
2013,NUMBER,M,45-49,celic,427
2013,NUMBER,F,45-49,celic,374
2013,NUMBER,_T,45-49,celinac,1182
2013,NUMBER,M,45-49,celinac,587
2013,NUMBER,F,45-49,celinac,595
2013,NUMBER,_T,45-49,citluk,1388
2013,NUMBER,M,45-49,citluk,696
2013,NUMBER,F,45-49,citluk,692
2013,NUMBER,_T,45-49,derventa,2097
2013,NUMBER,M,45-49,derventa,1055
2013,NUMBER,F,45-49,derventa,1042
2013,NUMBER,_T,45-49,doboj,4913
2013,NUMBER,M,45-49,doboj,2482
2013,NUMBER,F,45-49,doboj,2431
2013,NUMBER,_T,45-49,doboj_istok,915
2013,NUMBER,M,45-49,doboj_istok,434
2013,NUMBER,F,45-49,doboj_istok,481
2013,NUMBER,_T,45-49,doboj_jug,336
2013,NUMBER,M,45-49,doboj_jug,163
2013,NUMBER,F,45-49,doboj_jug,173
2013,NUMBER,_T,45-49,dobretici,164
2013,NUMBER,M,45-49,dobretici,90
2013,NUMBER,F,45-49,dobretici,74
2013,NUMBER,_T,45-49,domaljevac_samac,470
2013,NUMBER,M,45-49,domaljevac_samac,257
2013,NUMBER,F,45-49,domaljevac_samac,213
2013,NUMBER,_T,45-49,donji_vakuf,1078
2013,NUMBER,M,45-49,donji_vakuf,532
2013,NUMBER,F,45-49,donji_vakuf,546
2013,NUMBER,_T,45-49,donji_zabar,326
2013,NUMBER,M,45-49,donji_zabar,177
2013,NUMBER,F,45-49,donji_zabar,149
2013,NUMBER,_T,45-49,drvar,446
2013,NUMBER,M,45-49,drvar,241
2013,NUMBER,F,45-49,drvar,205
2013,NUMBER,_T,45-49,foca_fbih,140
2013,NUMBER,M,45-49,foca_fbih,71
2013,NUMBER,F,45-49,foca_fbih,69
2013,NUMBER,_T,45-49,foca_rs,1262
2013,NUMBER,M,45-49,foca_rs,664
2013,NUMBER,F,45-49,foca_rs,598
2013,NUMBER,_T,45-49,fojnica,1000
2013,NUMBER,M,45-49,fojnica,481
2013,NUMBER,F,45-49,fojnica,519
2013,NUMBER,_T,45-49,gacko,697
2013,NUMBER,M,45-49,gacko,362
2013,NUMBER,F,45-49,gacko,335
2013,NUMBER,_T,45-49,glamoc,248
2013,NUMBER,M,45-49,glamoc,143
2013,NUMBER,F,45-49,glamoc,105
2013,NUMBER,_T,45-49,gorazde,1492
2013,NUMBER,M,45-49,gorazde,725
2013,NUMBER,F,45-49,gorazde,767
2013,NUMBER,_T,45-49,gornji_vakuf_uskoplje,1617
2013,NUMBER,M,45-49,gornji_vakuf_uskoplje,842
2013,NUMBER,F,45-49,gornji_vakuf_uskoplje,775
2013,NUMBER,_T,45-49,gracanica,3435
2013,NUMBER,M,45-49,gracanica,1588
2013,NUMBER,F,45-49,gracanica,1847
2013,NUMBER,_T,45-49,gradacac,3002
2013,NUMBER,M,45-49,gradacac,1468
2013,NUMBER,F,45-49,gradacac,1534
2013,NUMBER,_T,45-49,gradiska,3609
2013,NUMBER,M,45-49,gradiska,1812
2013,NUMBER,F,45-49,gradiska,1797
2013,NUMBER,_T,45-49,grude,1338
2013,NUMBER,M,45-49,grude,695
2013,NUMBER,F,45-49,grude,643
2013,NUMBER,_T,45-49,sarajevo_hadzici,1846
2013,NUMBER,M,45-49,sarajevo_hadzici,906
2013,NUMBER,F,45-49,sarajevo_hadzici,940
2013,NUMBER,_T,45-49,han_pijesak,252
2013,NUMBER,M,45-49,han_pijesak,128
2013,NUMBER,F,45-49,han_pijesak,124
2013,NUMBER,_T,45-49,sarajevo_ilidza,4805
2013,NUMBER,M,45-49,sarajevo_ilidza,2352
2013,NUMBER,F,45-49,sarajevo_ilidza,2453
2013,NUMBER,_T,45-49,sarajevo_ilijas,1427
2013,NUMBER,M,45-49,sarajevo_ilijas,653
2013,NUMBER,F,45-49,sarajevo_ilijas,774
2013,NUMBER,_T,45-49,istocna_ilidza,951
2013,NUMBER,M,45-49,istocna_ilidza,460
2013,NUMBER,F,45-49,istocna_ilidza,491
2013,NUMBER,_T,45-49,istocni_drvar,5
2013,NUMBER,M,45-49,istocni_drvar,5
2013,NUMBER,F,45-49,istocni_drvar,0
2013,NUMBER,_T,45-49,istocni_mostar,19
2013,NUMBER,M,45-49,istocni_mostar,12
2013,NUMBER,F,45-49,istocni_mostar,7
2013,NUMBER,_T,45-49,istocni_stari_grad,59
2013,NUMBER,M,45-49,istocni_stari_grad,40
2013,NUMBER,F,45-49,istocni_stari_grad,19
2013,NUMBER,_T,45-49,istocno_novo_sarajevo,628
2013,NUMBER,M,45-49,istocno_novo_sarajevo,302
2013,NUMBER,F,45-49,istocno_novo_sarajevo,326
2013,NUMBER,_T,45-49,jablanica,782
2013,NUMBER,M,45-49,jablanica,383
2013,NUMBER,F,45-49,jablanica,399
2013,NUMBER,_T,45-49,jajce,2014
2013,NUMBER,M,45-49,jajce,1064
2013,NUMBER,F,45-49,jajce,950
2013,NUMBER,_T,45-49,jezero,97
2013,NUMBER,M,45-49,jezero,49
2013,NUMBER,F,45-49,jezero,48
2013,NUMBER,_T,45-49,kakanj,2863
2013,NUMBER,M,45-49,kakanj,1431
2013,NUMBER,F,45-49,kakanj,1432
2013,NUMBER,_T,45-49,kalesija,2661
2013,NUMBER,M,45-49,kalesija,1357
2013,NUMBER,F,45-49,kalesija,1304
2013,NUMBER,_T,45-49,kalinovik,108
2013,NUMBER,M,45-49,kalinovik,61
2013,NUMBER,F,45-49,kalinovik,47
2013,NUMBER,_T,45-49,kiseljak,1531
2013,NUMBER,M,45-49,kiseljak,748
2013,NUMBER,F,45-49,kiseljak,783
2013,NUMBER,_T,45-49,kladanj,1032
2013,NUMBER,M,45-49,kladanj,512
2013,NUMBER,F,45-49,kladanj,520
2013,NUMBER,_T,45-49,kljuc,1302
2013,NUMBER,M,45-49,kljuc,666
2013,NUMBER,F,45-49,kljuc,636
2013,NUMBER,_T,45-49,knezevo,727
2013,NUMBER,M,45-49,knezevo,389
2013,NUMBER,F,45-49,knezevo,338
2013,NUMBER,_T,45-49,konjic,1915
2013,NUMBER,M,45-49,konjic,966
2013,NUMBER,F,45-49,konjic,949
2013,NUMBER,_T,45-49,kostajnica,458
2013,NUMBER,M,45-49,kostajnica,242
2013,NUMBER,F,45-49,kostajnica,216
2013,NUMBER,_T,45-49,kotor_varos,1512
2013,NUMBER,M,45-49,kotor_varos,780
2013,NUMBER,F,45-49,kotor_varos,732
2013,NUMBER,_T,45-49,kozarska_dubica,1681
2013,NUMBER,M,45-49,kozarska_dubica,829
2013,NUMBER,F,45-49,kozarska_dubica,852
2013,NUMBER,_T,45-49,kresevo,391
2013,NUMBER,M,45-49,kresevo,186
2013,NUMBER,F,45-49,kresevo,205
2013,NUMBER,_T,45-49,krupa_na_uni,121
2013,NUMBER,M,45-49,krupa_na_uni,75
2013,NUMBER,F,45-49,krupa_na_uni,46
2013,NUMBER,_T,45-49,kupres_fbih,458
2013,NUMBER,M,45-49,kupres_fbih,223
2013,NUMBER,F,45-49,kupres_fbih,235
