Year,UNIT_MEASURE,Пол,Старосна доб,Oпштина,Value
2013,Број,Оба пола,Total,Рибник,6048
2013,Број,M,Total,Рибник,3009
2013,Број,Ж,Total,Рибник,3039
2013,Број,Оба пола,Total,Рогатица,10723
2013,Број,M,Total,Рогатица,5270
2013,Број,Ж,Total,Рогатица,5453
2013,Број,Оба пола,Total,Рудо,7963
2013,Број,M,Total,Рудо,4050
2013,Број,Ж,Total,Рудо,3913
2013,Број,Оба пола,Total,Сански Мост,41475
2013,Број,M,Total,Сански Мост,20826
2013,Број,Ж,Total,Сански Мост,20649
2013,Број,Оба пола,Total,Сапна,11178
2013,Број,M,Total,Сапна,5739
2013,Број,Ж,Total,Сапна,5439
2013,Број,Оба пола,Total,Соколац,12021
2013,Број,M,Total,Соколац,5919
2013,Број,Ж,Total,Соколац,6102
2013,Број,Оба пола,Total,Србац,17587
2013,Број,M,Total,Србац,8623
2013,Број,Ж,Total,Србац,8964
2013,Број,Оба пола,Total,Сребреница,13409
2013,Број,M,Total,Сребреница,6602
2013,Број,Ж,Total,Сребреница,6807
2013,Број,Оба пола,Total,Сребреник,39678
2013,Број,M,Total,Сребреник,19348
2013,Број,Ж,Total,Сребреник,20330
2013,Број,Оба пола,Total,Сарајево-Стари Град,36976
2013,Број,M,Total,Сарајево-Стари Град,17482
2013,Број,Ж,Total,Сарајево-Стари Град,19494
2013,Број,Оба пола,Total,Столац,14502
2013,Број,M,Total,Столац,7326
2013,Број,Ж,Total,Столац,7176
2013,Број,Оба пола,Total,Шамац,17273
2013,Број,M,Total,Шамац,8385
2013,Број,Ж,Total,Шамац,8888
2013,Број,Оба пола,Total,Шековићи,6761
2013,Број,M,Total,Шековићи,3360
2013,Број,Ж,Total,Шековићи,3401
2013,Број,Оба пола,Total,Шипово,10293
2013,Број,M,Total,Шипово,5221
2013,Број,Ж,Total,Шипово,5072
2013,Број,Оба пола,Total,Широки Бријег,28929
2013,Број,M,Total,Широки Бријег,14381
2013,Број,Ж,Total,Широки Бријег,14548
2013,Број,Оба пола,Total,Теочак,7424
2013,Број,M,Total,Теочак,3767
2013,Број,Ж,Total,Теочак,3657
2013,Број,Оба пола,Total,Теслић,38536
2013,Број,M,Total,Теслић,18679
2013,Број,Ж,Total,Теслић,19857
2013,Број,Оба пола,Total,Тешањ,43063
2013,Број,M,Total,Тешањ,21376
2013,Број,Ж,Total,Тешањ,21687
2013,Број,Оба пола,Total,Томиславград,31592
2013,Број,M,Total,Томиславград,16055
2013,Број,Ж,Total,Томиславград,15537
2013,Број,Оба пола,Total,Травник,53482
2013,Број,M,Total,Травник,26574
2013,Број,Ж,Total,Травник,26908
2013,Број,Оба пола,Total,Требиње,29198
2013,Број,M,Total,Требиње,14251
2013,Број,Ж,Total,Требиње,14947
2013,Број,Оба пола,Total,Трново-ФБиХ,1502
2013,Број,M,Total,Трново-ФБиХ,735
2013,Број,Ж,Total,Трново-ФБиХ,767
2013,Број,Оба пола,Total,Трново-РС,2050
2013,Број,M,Total,Трново-РС,989
2013,Број,Ж,Total,Трново-РС,1061
2013,Број,Оба пола,Total,Тузла,110979
2013,Број,M,Total,Тузла,52745
2013,Број,Ж,Total,Тузла,58234
2013,Број,Оба пола,Total,Угљевик,15710
2013,Број,M,Total,Угљевик,7937
2013,Број,Ж,Total,Угљевик,7773
2013,Број,Оба пола,Total,Усора,6603
2013,Број,M,Total,Усора,3266
2013,Број,Ж,Total,Усора,3337
2013,Број,Оба пола,Total,Вареш,8892
2013,Број,M,Total,Вареш,4373
2013,Број,Ж,Total,Вареш,4519
2013,Број,Оба пола,Total,Велика Кладуша,40419
2013,Број,M,Total,Велика Кладуша,19889
2013,Број,Ж,Total,Велика Кладуша,20530
2013,Број,Оба пола,Total,Високо,39938
2013,Број,M,Total,Високо,19705
2013,Број,Ж,Total,Високо,20233
2013,Број,Оба пола,Total,Вишеград,10668
2013,Број,M,Total,Вишеград,5106
2013,Број,Ж,Total,Вишеград,5562
2013,Број,Оба пола,Total,Витез,25836
2013,Број,M,Total,Витез,12767
2013,Број,Ж,Total,Витез,13069
2013,Број,Оба пола,Total,Власеница,11467
2013,Број,M,Total,Власеница,5638
2013,Број,Ж,Total,Власеница,5829
2013,Број,Оба пола,Total,Сарајево-Вогошћа,26343
2013,Број,M,Total,Сарајево-Вогошћа,12606
2013,Број,Ж,Total,Сарајево-Вогошћа,13737
2013,Број,Оба пола,Total,Вукосавље,4667
2013,Број,M,Total,Вукосавље,2340
2013,Број,Ж,Total,Вукосавље,2327
2013,Број,Оба пола,Total,Завидовићи,35988
2013,Број,M,Total,Завидовићи,17883
2013,Број,Ж,Total,Завидовићи,18105
2013,Број,Оба пола,Total,Зеница,110663
2013,Број,M,Total,Зеница,54660
2013,Број,Ж,Total,Зеница,56003
2013,Број,Оба пола,Total,Зворник,58856
2013,Број,M,Total,Зворник,29270
2013,Број,Ж,Total,Зворник,29586
2013,Број,Оба пола,Total,Жепче,30219
2013,Број,M,Total,Жепче,15335
2013,Број,Ж,Total,Жепче,14884
2013,Број,Оба пола,Total,Живинице,57765
2013,Број,M,Total,Живинице,28714
2013,Број,Ж,Total,Живинице,29051
2013,Број,Оба пола,0-4,Бања Лука,9610
2013,Број,M,0-4,Бања Лука,4898
2013,Број,Ж,0-4,Бања Лука,4712
2013,Број,Оба пола,0-4,Бановићи,1206
2013,Број,M,0-4,Бановићи,614
2013,Број,Ж,0-4,Бановићи,592
2013,Број,Оба пола,0-4,Берковићи,93
2013,Број,M,0-4,Берковићи,45
2013,Број,Ж,0-4,Берковићи,48
2013,Број,Оба пола,0-4,Бихаћ,2652
2013,Број,M,0-4,Бихаћ,1361
2013,Број,Ж,0-4,Бихаћ,1291
2013,Број,Оба пола,0-4,Бијељина,5080
2013,Број,M,0-4,Бијељина,2637
2013,Број,Ж,0-4,Бијељина,2443
2013,Број,Оба пола,0-4,Билећа,487
2013,Број,M,0-4,Билећа,255
2013,Број,Ж,0-4,Билећа,232
2013,Број,Оба пола,0-4,Босанска Крупа,1423
2013,Број,M,0-4,Босанска Крупа,735
2013,Број,Ж,0-4,Босанска Крупа,688
2013,Број,Оба пола,0-4,Босански Петровац,249
2013,Број,M,0-4,Босански Петровац,126
2013,Број,Ж,0-4,Босански Петровац,123
2013,Број,Оба пола,0-4,Босанско Грахово,69
2013,Број,M,0-4,Босанско Грахово,39
2013,Број,Ж,0-4,Босанско Грахово,30
2013,Број,Оба пола,0-4,Братунац,948
2013,Број,M,0-4,Братунац,509
2013,Број,Ж,0-4,Братунац,439
2013,Број,Оба пола,0-4,Брчко,4165
2013,Број,M,0-4,Брчко,2178
2013,Број,Ж,0-4,Брчко,1987
2013,Број,Оба пола,0-4,Бреза,698
2013,Број,M,0-4,Бреза,348
2013,Број,Ж,0-4,Бреза,350
2013,Број,Оба пола,0-4,Брод,771
2013,Број,M,0-4,Брод,402
2013,Број,Ж,0-4,Брод,369
2013,Број,Оба пола,0-4,Бугојно,1484
2013,Број,M,0-4,Бугојно,786
2013,Број,Ж,0-4,Бугојно,698
2013,Број,Оба пола,0-4,Бусовача,961
2013,Број,M,0-4,Бусовача,494
2013,Број,Ж,0-4,Бусовача,467
2013,Број,Оба пола,0-4,Бужим,1405
2013,Број,M,0-4,Бужим,732
2013,Број,Ж,0-4,Бужим,673
2013,Број,Оба пола,0-4,Цазин,3940
2013,Број,M,0-4,Цазин,2050
2013,Број,Ж,0-4,Цазин,1890
2013,Број,Оба пола,0-4,Сарајево-Центар,2588
2013,Број,M,0-4,Сарајево-Центар,1308
2013,Број,Ж,0-4,Сарајево-Центар,1280
2013,Број,Оба пола,0-4,Чајниче,185
2013,Број,M,0-4,Чајниче,85
2013,Број,Ж,0-4,Чајниче,100
2013,Број,Оба пола,0-4,Чапљина,1233
2013,Број,M,0-4,Чапљина,628
2013,Број,Ж,0-4,Чапљина,605
2013,Број,Оба пола,0-4,Челић,475
2013,Број,M,0-4,Челић,229
2013,Број,Ж,0-4,Челић,246
2013,Број,Оба пола,0-4,Челинац,769
2013,Број,M,0-4,Челинац,399
2013,Број,Ж,0-4,Челинац,370
2013,Број,Оба пола,0-4,Читлук,1002
2013,Број,M,0-4,Читлук,480
2013,Број,Ж,0-4,Читлук,522
2013,Број,Оба пола,0-4,Дервента,1170
2013,Број,M,0-4,Дервента,580
2013,Број,Ж,0-4,Дервента,590
2013,Број,Оба пола,0-4,Добој,3330
2013,Број,M,0-4,Добој,1695
2013,Број,Ж,0-4,Добој,1635
2013,Број,Оба пола,0-4,Добој-Исток,541
2013,Број,M,0-4,Добој-Исток,292
2013,Број,Ж,0-4,Добој-Исток,249
2013,Број,Оба пола,0-4,Добој-Југ,235
2013,Број,M,0-4,Добој-Југ,120
2013,Број,Ж,0-4,Добој-Југ,115
2013,Број,Оба пола,0-4,Добретићи,30
2013,Број,M,0-4,Добретићи,18
2013,Број,Ж,0-4,Добретићи,12
2013,Број,Оба пола,0-4,Домаљевац-Шамац,163
2013,Број,M,0-4,Домаљевац-Шамац,89
2013,Број,Ж,0-4,Домаљевац-Шамац,74
2013,Број,Оба пола,0-4,Доњи Вакуф,680
2013,Број,M,0-4,Доњи Вакуф,338
2013,Број,Ж,0-4,Доњи Вакуф,342
2013,Број,Оба пола,0-4,Доњи Жабар,145
2013,Број,M,0-4,Доњи Жабар,70
2013,Број,Ж,0-4,Доњи Жабар,75
2013,Број,Оба пола,0-4,Дрвар,210
2013,Број,M,0-4,Дрвар,106
2013,Број,Ж,0-4,Дрвар,104
2013,Број,Оба пола,0-4,Фоча-ФБиХ,85
2013,Број,M,0-4,Фоча-ФБиХ,50
2013,Број,Ж,0-4,Фоча-ФБиХ,35
2013,Број,Оба пола,0-4,Фоча-РС,644
2013,Број,M,0-4,Фоча-РС,367
2013,Број,Ж,0-4,Фоча-РС,277
2013,Број,Оба пола,0-4,Фојница,557
2013,Број,M,0-4,Фојница,294
2013,Број,Ж,0-4,Фојница,263
2013,Број,Оба пола,0-4,Гацко,419
2013,Број,M,0-4,Гацко,206
2013,Број,Ж,0-4,Гацко,213
2013,Број,Оба пола,0-4,Гламоч,145
2013,Број,M,0-4,Гламоч,77
2013,Број,Ж,0-4,Гламоч,68
2013,Број,Оба пола,0-4,Горажде,978
2013,Број,M,0-4,Горажде,513
2013,Број,Ж,0-4,Горажде,465
2013,Број,Оба пола,0-4,Горњи Вакуф-Ускопље,1072
2013,Број,M,0-4,Горњи Вакуф-Ускопље,559
2013,Број,Ж,0-4,Горњи Вакуф-Ускопље,513
2013,Број,Оба пола,0-4,Грачаница,2600
2013,Број,M,0-4,Грачаница,1276
2013,Број,Ж,0-4,Грачаница,1324
2013,Број,Оба пола,0-4,Градачац,2100
2013,Број,M,0-4,Градачац,1060
2013,Број,Ж,0-4,Градачац,1040
2013,Број,Оба пола,0-4,Градишка,2092
2013,Број,M,0-4,Градишка,1044
2013,Број,Ж,0-4,Градишка,1048
2013,Број,Оба пола,0-4,Груде,805
2013,Број,M,0-4,Груде,409
2013,Број,Ж,0-4,Груде,396
2013,Број,Оба пола,0-4,Сарајево-Хаџићи,1380
2013,Број,M,0-4,Сарајево-Хаџићи,682
2013,Број,Ж,0-4,Сарајево-Хаџићи,698
2013,Број,Оба пола,0-4,Хан Пијесак,134
2013,Број,M,0-4,Хан Пијесак,72
2013,Број,Ж,0-4,Хан Пијесак,62
2013,Број,Оба пола,0-4,Сарајево-Илиџа,3915
2013,Број,M,0-4,Сарајево-Илиџа,2013
2013,Број,Ж,0-4,Сарајево-Илиџа,1902
2013,Број,Оба пола,0-4,Сарајево-Илијаш,1085
2013,Број,M,0-4,Сарајево-Илијаш,556
2013,Број,Ж,0-4,Сарајево-Илијаш,529
2013,Број,Оба пола,0-4,Источна Илиџа,649
2013,Број,M,0-4,Источна Илиџа,342
2013,Број,Ж,0-4,Источна Илиџа,307
2013,Број,Оба пола,0-4,Источни Мостар,7
2013,Број,M,0-4,Источни Мостар,4
2013,Број,Ж,0-4,Источни Мостар,3
2013,Број,Оба пола,0-4,Источни Стари Град,40
2013,Број,M,0-4,Источни Стари Град,23
2013,Број,Ж,0-4,Источни Стари Град,17
2013,Број,Оба пола,0-4,Источно Ново Сарајево,625
2013,Број,M,0-4,Источно Ново Сарајево,300
2013,Број,Ж,0-4,Источно Ново Сарајево,325
2013,Број,Оба пола,0-4,Јабланица,440
2013,Број,M,0-4,Јабланица,231
2013,Број,Ж,0-4,Јабланица,209
2013,Број,Оба пола,0-4,Јајце,1311
2013,Број,M,0-4,Јајце,672
2013,Број,Ж,0-4,Јајце,639
2013,Број,Оба пола,0-4,Језеро,44
2013,Број,M,0-4,Језеро,22
2013,Број,Ж,0-4,Језеро,22
2013,Број,Оба пола,0-4,Какањ,2102
2013,Број,M,0-4,Какањ,1130
2013,Број,Ж,0-4,Какањ,972
2013,Број,Оба пола,0-4,Калесија,1841
2013,Број,M,0-4,Калесија,936
2013,Број,Ж,0-4,Калесија,905
2013,Број,Оба пола,0-4,Калиновик,52
2013,Број,M,0-4,Калиновик,25
2013,Број,Ж,0-4,Калиновик,27
2013,Број,Оба пола,0-4,Кисељак,1082
2013,Број,M,0-4,Кисељак,531
2013,Број,Ж,0-4,Кисељак,551
2013,Број,Оба пола,0-4,Кладањ,606
2013,Број,M,0-4,Кладањ,336
2013,Број,Ж,0-4,Кладањ,270
2013,Број,Оба пола,0-4,Кључ,699
2013,Број,M,0-4,Кључ,342
2013,Број,Ж,0-4,Кључ,357
2013,Број,Оба пола,0-4,Кнежево,406
2013,Број,M,0-4,Кнежево,213
2013,Број,Ж,0-4,Кнежево,193
2013,Број,Оба пола,0-4,Коњиц,1046
2013,Број,M,0-4,Коњиц,516
2013,Број,Ж,0-4,Коњиц,530
2013,Број,Оба пола,0-4,Костајница,222
2013,Број,M,0-4,Костајница,103
2013,Број,Ж,0-4,Костајница,119
2013,Број,Оба пола,0-4,Котор Варош,922
2013,Број,M,0-4,Котор Варош,478
2013,Број,Ж,0-4,Котор Варош,444
2013,Број,Оба пола,0-4,Козарска Дубица,800
2013,Број,M,0-4,Козарска Дубица,408
2013,Број,Ж,0-4,Козарска Дубица,392
2013,Број,Оба пола,0-4,Крешево,240
2013,Број,M,0-4,Крешево,127
2013,Број,Ж,0-4,Крешево,113
2013,Број,Оба пола,0-4,Крупа на Уни,49
2013,Број,M,0-4,Крупа на Уни,27
2013,Број,Ж,0-4,Крупа на Уни,22
2013,Број,Оба пола,0-4,Купрес-ФБиХ,164
2013,Број,M,0-4,Купрес-ФБиХ,86
2013,Број,Ж,0-4,Купрес-ФБиХ,78
2013,Број,Оба пола,0-4,Купрес-РС,6
2013,Број,M,0-4,Купрес-РС,6
2013,Број,Оба пола,0-4,Лакташи,1687
2013,Број,M,0-4,Лакташи,855
2013,Број,Ж,0-4,Лакташи,832
2013,Број,Оба пола,0-4,Ливно,1334
2013,Број,M,0-4,Ливно,686
2013,Број,Ж,0-4,Ливно,648
2013,Број,Оба пола,0-4,Лопаре,517
2013,Број,M,0-4,Лопаре,255
2013,Број,Ж,0-4,Лопаре,262
2013,Број,Оба пола,0-4,Лукавац,1968
2013,Број,M,0-4,Лукавац,1019
2013,Број,Ж,0-4,Лукавац,949
2013,Број,Оба пола,0-4,Љубиње,155
2013,Број,M,0-4,Љубиње,73
2013,Број,Ж,0-4,Љубиње,82
2013,Број,Оба пола,0-4,Љубушки,1352
2013,Број,M,0-4,Љубушки,683
2013,Број,Ж,0-4,Љубушки,669
2013,Број,Оба пола,0-4,Маглај,1215
2013,Број,M,0-4,Маглај,633
2013,Број,Ж,0-4,Маглај,582
2013,Број,Оба пола,0-4,Милићи,489
2013,Број,M,0-4,Милићи,247
2013,Број,Ж,0-4,Милићи,242
2013,Број,Оба пола,0-4,Модрича,1001
2013,Број,M,0-4,Модрича,514
2013,Број,Ж,0-4,Модрича,487
2013,Број,Оба пола,0-4,Мостар,5335
2013,Број,M,0-4,Мостар,2750
2013,Број,Ж,0-4,Мостар,2585
2013,Број,Оба пола,0-4,Мркоњић Град,681
2013,Број,M,0-4,Мркоњић Град,337
2013,Број,Ж,0-4,Мркоњић Град,344
2013,Број,Оба пола,0-4,Неум,206
2013,Број,M,0-4,Неум,105
2013,Број,Ж,0-4,Неум,101
2013,Број,Оба пола,0-4,Невесиње,561
2013,Број,M,0-4,Невесиње,301
2013,Број,Ж,0-4,Невесиње,260
2013,Број,Оба пола,0-4,Нови Град,981
2013,Број,M,0-4,Нови Град,496
2013,Број,Ж,0-4,Нови Град,485
2013,Број,Оба пола,0-4,Сарајево-Нови Град,6754
2013,Број,M,0-4,Сарајево-Нови Град,3488
2013,Број,Ж,0-4,Сарајево-Нови Град,3266
2013,Број,Оба пола,0-4,Нови Травник,1318
2013,Број,M,0-4,Нови Травник,685
2013,Број,Ж,0-4,Нови Травник,633
2013,Број,Оба пола,0-4,Ново Горажде,103
2013,Број,M,0-4,Ново Горажде,50
2013,Број,Ж,0-4,Ново Горажде,53
2013,Број,Оба пола,0-4,Сарајево-Ново Сарајево,3295
2013,Број,M,0-4,Сарајево-Ново Сарајево,1645
2013,Број,Ж,0-4,Сарајево-Ново Сарајево,1650
2013,Број,Оба пола,0-4,Оџак,693
2013,Број,M,0-4,Оџак,344
2013,Број,Ж,0-4,Оџак,349
2013,Број,Оба пола,0-4,Олово,417
2013,Број,M,0-4,Олово,224
2013,Број,Ж,0-4,Олово,193
2013,Број,Оба пола,0-4,Орашје,726
2013,Број,M,0-4,Орашје,369
2013,Број,Ж,0-4,Орашје,357
2013,Број,Оба пола,0-4,Осмаци,275
2013,Број,M,0-4,Осмаци,148
2013,Број,Ж,0-4,Осмаци,127
2013,Број,Оба пола,0-4,Оштра Лука,107
2013,Број,M,0-4,Оштра Лука,55
2013,Број,Ж,0-4,Оштра Лука,52
2013,Број,Оба пола,0-4,Пале-ФБиХ,35
2013,Број,M,0-4,Пале-ФБиХ,18
2013,Број,Ж,0-4,Пале-ФБиХ,17
2013,Број,Оба пола,0-4,Пале-РС,904
2013,Број,M,0-4,Пале-РС,462
2013,Број,Ж,0-4,Пале-РС,442
2013,Број,Оба пола,0-4,Пелагићево,133
2013,Број,M,0-4,Пелагићево,65
2013,Број,Ж,0-4,Пелагићево,68
2013,Број,Оба пола,0-4,Петровац,13
2013,Број,M,0-4,Петровац,8
2013,Број,Ж,0-4,Петровац,5
2013,Број,Оба пола,0-4,Петрово,264
2013,Број,M,0-4,Петрово,146
2013,Број,Ж,0-4,Петрово,118
2013,Број,Оба пола,0-4,Посушје,1237
2013,Број,M,0-4,Посушје,642
2013,Број,Ж,0-4,Посушје,595
2013,Број,Оба пола,0-4,Приједор,3468
2013,Број,M,0-4,Приједор,1805
2013,Број,Ж,0-4,Приједор,1663
2013,Број,Оба пола,0-4,Прњавор,1600
2013,Број,M,0-4,Прњавор,812
2013,Број,Ж,0-4,Прњавор,788
2013,Број,Оба пола,0-4,Прозор,687
2013,Број,M,0-4,Прозор,341
2013,Број,Ж,0-4,Прозор,346
2013,Број,Оба пола,0-4,Равно,118
2013,Број,M,0-4,Равно,60
2013,Број,Ж,0-4,Равно,58
2013,Број,Оба пола,0-4,Рибник,245
2013,Број,M,0-4,Рибник,121
2013,Број,Ж,0-4,Рибник,124
2013,Број,Оба пола,0-4,Рогатица,514
2013,Број,M,0-4,Рогатица,252
2013,Број,Ж,0-4,Рогатица,262
2013,Број,Оба пола,0-4,Рудо,289
2013,Број,M,0-4,Рудо,153
2013,Број,Ж,0-4,Рудо,136
2013,Број,Оба пола,0-4,Сански Мост,1681
2013,Број,M,0-4,Сански Мост,850
2013,Број,Ж,0-4,Сански Мост,831
2013,Број,Оба пола,0-4,Сапна,651
2013,Број,M,0-4,Сапна,321
2013,Број,Ж,0-4,Сапна,330
2013,Број,Оба пола,0-4,Соколац,508
2013,Број,M,0-4,Соколац,264
2013,Број,Ж,0-4,Соколац,244
2013,Број,Оба пола,0-4,Србац,836
2013,Број,M,0-4,Србац,412
2013,Број,Ж,0-4,Србац,424
2013,Број,Оба пола,0-4,Сребреница,526
2013,Број,M,0-4,Сребреница,265
2013,Број,Ж,0-4,Сребреница,261
2013,Број,Оба пола,0-4,Сребреник,2214
2013,Број,M,0-4,Сребреник,1129
2013,Број,Ж,0-4,Сребреник,1085
2013,Број,Оба пола,0-4,Сарајево-Стари Град,1623
2013,Број,M,0-4,Сарајево-Стари Град,835
2013,Број,Ж,0-4,Сарајево-Стари Град,788
2013,Број,Оба пола,0-4,Столац,650
2013,Број,M,0-4,Столац,337
2013,Број,Ж,0-4,Столац,313
2013,Број,Оба пола,0-4,Шамац,584
2013,Број,M,0-4,Шамац,289
2013,Број,Ж,0-4,Шамац,295
2013,Број,Оба пола,0-4,Шековићи,249
2013,Број,M,0-4,Шековићи,130
2013,Број,Ж,0-4,Шековићи,119
2013,Број,Оба пола,0-4,Шипово,431
2013,Број,M,0-4,Шипово,234
2013,Број,Ж,0-4,Шипово,197
2013,Број,Оба пола,0-4,Широки Бријег,1623
2013,Број,M,0-4,Широки Бријег,861
2013,Број,Ж,0-4,Широки Бријег,762
2013,Број,Оба пола,0-4,Теочак,351
2013,Број,M,0-4,Теочак,192
2013,Број,Ж,0-4,Теочак,159
2013,Број,Оба пола,0-4,Теслић,1969
2013,Број,M,0-4,Теслић,1048
2013,Број,Ж,0-4,Теслић,921
2013,Број,Оба пола,0-4,Тешањ,2689
2013,Број,M,0-4,Тешањ,1388
2013,Број,Ж,0-4,Тешањ,1301
2013,Број,Оба пола,0-4,Томиславград,1490
2013,Број,M,0-4,Томиславград,755
2013,Број,Ж,0-4,Томиславград,735
2013,Број,Оба пола,0-4,Травник,2797
2013,Број,M,0-4,Травник,1463
2013,Број,Ж,0-4,Травник,1334
2013,Број,Оба пола,0-4,Требиње,1415
2013,Број,M,0-4,Требиње,753
2013,Број,Ж,0-4,Требиње,662
2013,Број,Оба пола,0-4,Трново-ФБиХ,40
2013,Број,M,0-4,Трново-ФБиХ,12
2013,Број,Ж,0-4,Трново-ФБиХ,28
2013,Број,Оба пола,0-4,Трново-РС,66
2013,Број,M,0-4,Трново-РС,30
2013,Број,Ж,0-4,Трново-РС,36
2013,Број,Оба пола,0-4,Тузла,5105
2013,Број,M,0-4,Тузла,2666
2013,Број,Ж,0-4,Тузла,2439
2013,Број,Оба пола,0-4,Угљевик,675
2013,Број,M,0-4,Угљевик,368
2013,Број,Ж,0-4,Угљевик,307
2013,Број,Оба пола,0-4,Усора,251
2013,Број,M,0-4,Усора,121
2013,Број,Ж,0-4,Усора,130
2013,Број,Оба пола,0-4,Вареш,256
2013,Број,M,0-4,Вареш,128
2013,Број,Ж,0-4,Вареш,128
2013,Број,Оба пола,0-4,Велика Кладуша,2756
2013,Број,M,0-4,Велика Кладуша,1433
2013,Број,Ж,0-4,Велика Кладуша,1323
2013,Број,Оба пола,0-4,Високо,2309
2013,Број,M,0-4,Високо,1178
2013,Број,Ж,0-4,Високо,1131
2013,Број,Оба пола,0-4,Вишеград,344
2013,Број,M,0-4,Вишеград,164
2013,Број,Ж,0-4,Вишеград,180
2013,Број,Оба пола,0-4,Витез,1447
2013,Број,M,0-4,Витез,757
2013,Број,Ж,0-4,Витез,690
2013,Број,Оба пола,0-4,Власеница,499
2013,Број,M,0-4,Власеница,268
2013,Број,Ж,0-4,Власеница,231
2013,Број,Оба пола,0-4,Сарајево-Вогошћа,1600
2013,Број,M,0-4,Сарајево-Вогошћа,837
2013,Број,Ж,0-4,Сарајево-Вогошћа,763
2013,Број,Оба пола,0-4,Вукосавље,207
2013,Број,M,0-4,Вукосавље,107
2013,Број,Ж,0-4,Вукосавље,100
2013,Број,Оба пола,0-4,Завидовићи,2005
2013,Број,M,0-4,Завидовићи,1013
2013,Број,Ж,0-4,Завидовићи,992
2013,Број,Оба пола,0-4,Зеница,6072
2013,Број,M,0-4,Зеница,3104
2013,Број,Ж,0-4,Зеница,2968
2013,Број,Оба пола,0-4,Зворник,3061
2013,Број,M,0-4,Зворник,1545
2013,Број,Ж,0-4,Зворник,1516
2013,Број,Оба пола,0-4,Жепче,1657
2013,Број,M,0-4,Жепче,878
2013,Број,Ж,0-4,Жепче,779
2013,Број,Оба пола,0-4,Живинице,3389
2013,Број,M,0-4,Живинице,1778
2013,Број,Ж,0-4,Живинице,1611
2013,Број,Оба пола,5-9,Бања Лука,8736
2013,Број,M,5-9,Бања Лука,4460
2013,Број,Ж,5-9,Бања Лука,4276
2013,Број,Оба пола,5-9,Бановићи,1212
2013,Број,M,5-9,Бановићи,623
2013,Број,Ж,5-9,Бановићи,589
2013,Број,Оба пола,5-9,Берковићи,130
2013,Број,M,5-9,Берковићи,73
2013,Број,Ж,5-9,Берковићи,57
2013,Број,Оба пола,5-9,Бихаћ,2806
2013,Број,M,5-9,Бихаћ,1416
2013,Број,Ж,5-9,Бихаћ,1390
2013,Број,Оба пола,5-9,Бијељина,5136
2013,Број,M,5-9,Бијељина,2659
2013,Број,Ж,5-9,Бијељина,2477
2013,Број,Оба пола,5-9,Билећа,483
2013,Број,M,5-9,Билећа,263
2013,Број,Ж,5-9,Билећа,220
2013,Број,Оба пола,5-9,Босанска Крупа,1495
2013,Број,M,5-9,Босанска Крупа,748
2013,Број,Ж,5-9,Босанска Крупа,747
2013,Број,Оба пола,5-9,Босански Петровац,324
2013,Број,M,5-9,Босански Петровац,158
2013,Број,Ж,5-9,Босански Петровац,166
2013,Број,Оба пола,5-9,Босанско Грахово,49
2013,Број,M,5-9,Босанско Грахово,29
2013,Број,Ж,5-9,Босанско Грахово,20
2013,Број,Оба пола,5-9,Братунац,1096
2013,Број,M,5-9,Братунац,559
2013,Број,Ж,5-9,Братунац,537
2013,Број,Оба пола,5-9,Брчко,4312
2013,Број,M,5-9,Брчко,2235
2013,Број,Ж,5-9,Брчко,2077
2013,Број,Оба пола,5-9,Бреза,661
2013,Број,M,5-9,Бреза,343
2013,Број,Ж,5-9,Бреза,318
2013,Број,Оба пола,5-9,Брод,731
2013,Број,M,5-9,Брод,392
2013,Број,Ж,5-9,Брод,339
2013,Број,Оба пола,5-9,Бугојно,1681
2013,Број,M,5-9,Бугојно,893
2013,Број,Ж,5-9,Бугојно,788
2013,Број,Оба пола,5-9,Бусовача,1079
2013,Број,M,5-9,Бусовача,573
2013,Број,Ж,5-9,Бусовача,506
2013,Број,Оба пола,5-9,Бужим,1345
2013,Број,M,5-9,Бужим,675
2013,Број,Ж,5-9,Бужим,670
2013,Број,Оба пола,5-9,Цазин,4192
2013,Број,M,5-9,Цазин,2147
2013,Број,Ж,5-9,Цазин,2045
2013,Број,Оба пола,5-9,Сарајево-Центар,2432
2013,Број,M,5-9,Сарајево-Центар,1271
2013,Број,Ж,5-9,Сарајево-Центар,1161
2013,Број,Оба пола,5-9,Чајниче,212
2013,Број,M,5-9,Чајниче,99
2013,Број,Ж,5-9,Чајниче,113
2013,Број,Оба пола,5-9,Чапљина,1359
2013,Број,M,5-9,Чапљина,703
2013,Број,Ж,5-9,Чапљина,656
2013,Број,Оба пола,5-9,Челић,573
2013,Број,M,5-9,Челић,287
2013,Број,Ж,5-9,Челић,286
2013,Број,Оба пола,5-9,Челинац,741
2013,Број,M,5-9,Челинац,382
2013,Број,Ж,5-9,Челинац,359
2013,Број,Оба пола,5-9,Читлук,1090
2013,Број,M,5-9,Читлук,550
2013,Број,Ж,5-9,Читлук,540
2013,Број,Оба пола,5-9,Дервента,1223
2013,Број,M,5-9,Дервента,637
2013,Број,Ж,5-9,Дервента,586
2013,Број,Оба пола,5-9,Добој,3311
2013,Број,M,5-9,Добој,1647
2013,Број,Ж,5-9,Добој,1664
2013,Број,Оба пола,5-9,Добој-Исток,570
2013,Број,M,5-9,Добој-Исток,291
2013,Број,Ж,5-9,Добој-Исток,279
